""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen_taxonid"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_reference_url"	"publication_date"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"SLC8A1"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"SLC8A1"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"ACP3"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"ACPP"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"LILRA2"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"LILRA2"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"IFNGR2"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"IFNGR2"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"CYP2S1"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"CYP2S1"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"CACNA2D3"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"CACNA2D3"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"MYOF"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"MYOF"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"LY86"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"LY86"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"SIGLEC5"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"SIGLEC5"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"ATP6V0A1"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"ATP6V0A1"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"ENHO"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"ENHO"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"KCNMB1"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"KCNMB1"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"CD33"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"CD33"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"JUP"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"JUP"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"HLA-DRA"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"HLA-DRA"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"GAPT"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"GAPT"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"SLC15A3"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"SLC15A3"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"SEMA4A"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"SEMA4A"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"ARHGEF40"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"ARHGEF40"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"IFI30"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"IFI30"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"RAB34"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"RAB34"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"FAM20C"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"FAM20C"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"NIBAN2"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"FAM129B"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"FCER1A"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"FCER1A"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
""	"hipc_vac_gene_28099485_17"	"2017.01.19"	"hipc_vac_gene_28099485_17"	"ZNF385A"	""	""	"18"	"49"	"years"	"20"	"natural killer cell"	"CL:0000623"	"ZNF385A"	"N"	"gene expression"	"down"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004903"	""	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"28099485"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2017"	"s4_nkc_d28"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/bin/pone.0167488.s005.xlsx' target='_blank'>pone.0167488.s005.xlsx</a>"	""	"62"	"62"	"17"	"458"	"28099485_17_458"	"hipc_vac_gene_sig_28099485_17.txt"	"hipc_vac_gene_sig_complete_28099485_17.txt"
