""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"	"target_pathogen_taxonid_1"	"target_pathogen_taxonid_2"	"target_pathogen_taxonid_3"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"MOB3C"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"MOBKL2C"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"NGLY1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NGLY1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"PNP"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NP"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"PARM1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PARM1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"PCM1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PCM1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"PTK2"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PTK2"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"RBM15"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"RBM15"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"RBPMS2"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"RBPMS2"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"RNF149"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"RNF149"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"SEC23IP"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"SEC23IP"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"SMCHD1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"SMCHD1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"TBC1D9"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TBC1D9"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"TBL1XR1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TBL1XR1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"TMEM60"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TMEM60"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"VPS26A"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"VPS26A"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
