""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen_taxonid"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_reference_url"	"publication_date"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"CCR5"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CCR5"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"CD1A"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD1A"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"CD1B"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD1B"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"CD1C"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD1C"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"CD1D"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD1D"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"CD44"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD44"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"CD58"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD58"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"CD68"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD68"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"CD74"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD74"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"CD80"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD80"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"CD81"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD81"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"CD86"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD86"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"CDC42"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CDC42"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"DCP1B"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"DCP1B"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"CD209"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD209"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"DCSTAMP"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"DCSTAMP"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"DCTN2"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"DCTN2"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"FAS"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"FAS"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"FCER1A"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"FCER1A"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"FCER1G"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"FCER1G"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"FCGR1A"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"FCGR1A"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"FCGR2A"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"FCGR2A"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"FCGR2B"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"FCGR2B"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"RBMS1"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"RBMS1"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"HLA-DMA"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"HLA-DMA"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"HLA-DMB"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"HLA-DMB"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"HLA-DQB1"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"HLA-DQB1"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"HLA-DRB1"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"HLA-DRB1"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
