""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen_taxonid"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"CD8A"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"CD8A"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"CD8B"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"CD8B"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"CD3E"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"CD3E"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"CD3D"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"CD3D"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"LAT"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"LAT"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"RASGRP1"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"RASGRP1"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"MAP4K1"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"MAP4K1"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"PRF1"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"PRF1"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"PRKCQ"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"PRKCQ"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"NFATC3"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"NFATC3"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"RASGRP2"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"RASGRP2"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"NFATC2"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"NFATC2"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"FYN"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"FYN"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"SLA2"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"SLA2"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"PLCG1"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"PLCG1"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"PAG1"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"PAG1"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"NFATC1"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"NFATC1"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"CXCL9"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"CXCL9"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
""	"hipc_vac_gene_26726811_9"	"2016.01.05"	"hipc_vac_gene_26726811_9"	"CXCL10"	""	""	"18"	"64"	"years"	"178"	"T cell"	"CL:0000084"	"CXCL10"	"N"	"gene expression"	"up"	"1d vs 0d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"Fig2c"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"23"	"23"	"9"	"315"	"26726811_9_315"	"hipc_vac_gene_sig_26726811_9.txt"	"hipc_vac_gene_sig_complete_26726811_9.txt"
