""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen_taxonid"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"PTPRCAP"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PTPRCAP"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"TNFRSF25"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TNFRSF25"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"TRBV19"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TRBV19"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"CD3D"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD3D"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"ZAP70"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ZAP70"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"NUMA1"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NUMA1"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"NOSIP"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NOSIP"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"PRKCH"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PRKCH"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"KLF2"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"KLF2"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"NACA"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NACA"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"STMN3"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"STMN3"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"GSPT1"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"GSPT1"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"F11R"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"F11R"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"F2R"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"F2R"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"UBE3A"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"UBE3A"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"RHOH"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"RHOH"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"PPP2R5C"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PPP2R5C"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"EIF3M"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"EIF3M"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"IFNA10"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"IFNA10"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"IFNA17"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"IFNA17"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"CD28"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD28"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"CD3E"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD3E"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"CD37"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD37"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"CD3G"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD3G"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
""	"hipc_vac_gene_17349694_2"	"2007.03.14"	"hipc_vac_gene_17349694_2"	"CD40"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD40"	"N"	"gene expression"	"down"	"18h to 48h vs 0h"	"time of vaccination"	"18 to 48"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T3/' target='_blank'>table/T3</a>"	"Pattern 4, down early. These 21 of 56 genes in pattern linked to immune-related functions."	"38"	"38"	"2"	"130"	"17349694_2_130"	"hipc_vac_gene_sig_17349694_2.txt"	"hipc_vac_gene_sig_complete_17349694_2.txt"
