""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen_taxonid"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"GRB7"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"GRB7"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"LOC100288254"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"LOC100288254"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"SS18"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"SS18"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"C2orf69"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"FLJ38973"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"BRD3OS"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NCRNA00094"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"TGM5"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TGM5"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"CEP41"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CEP41"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"RANBP2"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"RANBP2"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"FAM220A"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"C7orf70"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"ICE2"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ICE2"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"MPLKIP"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"C7orf11"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"MBLAC2"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"MBLAC2"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"DNAL1"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"DNAL1"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"NACA4P"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NACAP1"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"BMX"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"BMX"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"APPBP2"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"APPBP2"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"LMTK2"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"LMTK2"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"ZNF385D"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ZNF385D"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"CTH"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CTH"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"PRIM2"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PRIM2"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"CCAR1"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CCAR1"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"OR4K15"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"OR4K15"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"MEI1"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"MEI1"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"OR14C36"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"OR14C36"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
""	"hipc_vac_gene_23844129_5"	"2013.07.12"	"hipc_vac_gene_23844129_5"	"RNY3"	""	"subgroup treated in vitro with wild-type MVA"	"18"	"55"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"RNY3"	"N"	"gene expression"	"up"	"vaccinated vs control"	"time of vaccination"	"6"	"hours"	"VO:0003120"	""	"33892"	""	""	""	""	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129"	"Table S1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700883/bin/pone.0067922.s004.docx' target='_blank'>pone.0067922.s004.docx</a>"	""	"40"	"34"	"5"	"289"	"23844129_5_289"	"hipc_vac_gene_sig_23844129_5.txt"	"hipc_vac_gene_sig_complete_23844129_5.txt"
