""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen_taxonid"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"RHBDF1"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"RHBDF1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"TOP3A"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"TOP3A"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"DHCR24"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"DHCR24"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"FHL3"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"FHL3"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"HUS1B"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"HUS1B"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"ZNF264"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"ZNF264"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"GNG11"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"GNG11"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"CES1"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"CES1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"MED24"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"MED24"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"TNFRSF8"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"TNFRSF8"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"RSPH3"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"RSPH3"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"GMEB1"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"GMEB1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"EEF1A2"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"EEF1A2"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"CLIP2"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"CLIP2"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"SAMD1"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"SAMD1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"MITF"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"MITF"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"RASA2"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"RASA2"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"PTGFRN"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"PTGFRN"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"PPP1R16A"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"PPP1R16A"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"ATP6V0A1"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"ATP6V0A1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"TBC1D24"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"TBC1D24"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"OPA3"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"OPA3"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"TGFBRAP1"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"TGFBRAP1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"TBC1D22A"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"TBC1D22A"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
