""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen_taxonid"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_reference_url"	"publication_date"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"HBE1"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"HBE1"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"IGFBP1"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"IGFBP1"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"AMY1B"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"AMY1B"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"BCAN"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"BCAN"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"TTC30A"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"TTC30A"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"ARTN"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"ARTN"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"MPI"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"MPI"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"BMP8B"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"BMP8B"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"RFX4"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"RFX4"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"PCYOX1"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"PCYOX1"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"ZNF93"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"ZNF93"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"OR2A20P"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"OR2A20P"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"ING3"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"ING3"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"GDF1"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"GDF1"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"TMEM70"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"TMEM70"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"NECAP2"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"NECAP2"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"PKP2"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"PKP2"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"EML2"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"EML2"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"G6PC1"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"G6PC"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"TMEM191A"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"TMEM191A"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"CAMK1G"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"CAMK1G"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"COL6A3"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"COL6A3"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"STAR"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"STAR"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"RNU4-1"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"RNU4-1"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"RNU4-2"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"RNU4-2"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"EEF1AKMT1"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"N6AMT2"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
