"observation_tier"	"template_name"	"observation_summary"	"story_title"	"submission_name"	"submission_description"	"project"	"submission_story"	"submission_story_rank"	"submission_center"	"principal_investigator"	"pmid"	"submission_type"
1	"hipc_inf_ctf_32650275_14"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 19-91 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32650275_14"	"Odak et al. (2020) Reappearance of effector T cells is associated with recovery from COVID-19. EBioMedicine. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32650275' target='_blank'>32650275</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32650275"	"cell-type freq"
1	"hipc_inf_ctf_32650275_15"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 19-91 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32650275_15"	"Odak et al. (2020) Reappearance of effector T cells is associated with recovery from COVID-19. EBioMedicine. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32650275' target='_blank'>32650275</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32650275"	"cell-type freq"
1	"hipc_inf_ctf_32650275_16"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 19-91 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32650275_16"	"Odak et al. (2020) Reappearance of effector T cells is associated with recovery from COVID-19. EBioMedicine. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32650275' target='_blank'>32650275</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32650275"	"cell-type freq"
1	"hipc_inf_ctf_32650275_17"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 19-91 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32650275_17"	"Odak et al. (2020) Reappearance of effector T cells is associated with recovery from COVID-19. EBioMedicine. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32650275' target='_blank'>32650275</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32650275"	"cell-type freq"
1	"hipc_inf_ctf_32650275_18"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 19-85 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32650275_18"	"Odak et al. (2020) Reappearance of effector T cells is associated with recovery from COVID-19. EBioMedicine. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32650275' target='_blank'>32650275</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32650275"	"cell-type freq"
1	"hipc_inf_ctf_32650275_19"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 19-85 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32650275_19"	"Odak et al. (2020) Reappearance of effector T cells is associated with recovery from COVID-19. EBioMedicine. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32650275' target='_blank'>32650275</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32650275"	"cell-type freq"
1	"hipc_inf_ctf_32650275_20"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 19-85 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32650275_20"	"Odak et al. (2020) Reappearance of effector T cells is associated with recovery from COVID-19. EBioMedicine. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32650275' target='_blank'>32650275</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32650275"	"cell-type freq"
1	"hipc_inf_ctf_32650275_21"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 19-85 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32650275_21"	"Odak et al. (2020) Reappearance of effector T cells is associated with recovery from COVID-19. EBioMedicine. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32650275' target='_blank'>32650275</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32650275"	"cell-type freq"
1	"hipc_inf_ctf_32826343_1"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 18-78 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32826343_1"	"Maucourant et al. (2020) Natural killer cell immunotypes related to COVID-19 disease severity. Sci Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32826343' target='_blank'>32826343</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32826343"	"cell-type freq"
1	"hipc_inf_ctf_32826343_2"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 18-78 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32826343_2"	"Maucourant et al. (2020) Natural killer cell immunotypes related to COVID-19 disease severity. Sci Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32826343' target='_blank'>32826343</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32826343"	"cell-type freq"
1	"hipc_inf_ctf_32826343_3"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 18-78 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32826343_3"	"Maucourant et al. (2020) Natural killer cell immunotypes related to COVID-19 disease severity. Sci Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32826343' target='_blank'>32826343</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32826343"	"cell-type freq"
1	"hipc_inf_ctf_32826343_4"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 18-78 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32826343_4"	"Maucourant et al. (2020) Natural killer cell immunotypes related to COVID-19 disease severity. Sci Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32826343' target='_blank'>32826343</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32826343"	"cell-type freq"
1	"hipc_inf_ctf_32826343_5"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 18-78 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32826343_5"	"Maucourant et al. (2020) Natural killer cell immunotypes related to COVID-19 disease severity. Sci Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32826343' target='_blank'>32826343</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32826343"	"cell-type freq"
1	"hipc_inf_ctf_32826343_6"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, with <comparison>, in cohort <cohort> 18-78 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32826343_6"	"Maucourant et al. (2020) Natural killer cell immunotypes related to COVID-19 disease severity. Sci Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32826343' target='_blank'>32826343</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32826343"	"cell-type freq"
1	"hipc_inf_ctf_32826343_7"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, with <comparison>, in cohort <cohort> 18-78 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32826343_7"	"Maucourant et al. (2020) Natural killer cell immunotypes related to COVID-19 disease severity. Sci Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32826343' target='_blank'>32826343</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32826343"	"cell-type freq"
1	"hipc_inf_ctf_32826343_8"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, with <comparison>, in cohort <cohort> 18-78 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32826343_8"	"Maucourant et al. (2020) Natural killer cell immunotypes related to COVID-19 disease severity. Sci Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32826343' target='_blank'>32826343</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32826343"	"cell-type freq"
1	"hipc_inf_ctf_32826343_9"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, with <comparison>, in cohort <cohort> 18-78 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32826343_9"	"Maucourant et al. (2020) Natural killer cell immunotypes related to COVID-19 disease severity. Sci Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32826343' target='_blank'>32826343</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32826343"	"cell-type freq"
1	"hipc_inf_ctf_32826343_10"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, with <comparison>, in cohort <cohort> 18-78 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32826343_10"	"Maucourant et al. (2020) Natural killer cell immunotypes related to COVID-19 disease severity. Sci Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32826343' target='_blank'>32826343</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32826343"	"cell-type freq"
1	"hipc_inf_ctf_32826343_11"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, with <comparison>, in cohort <cohort> 18-78 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32826343_11"	"Maucourant et al. (2020) Natural killer cell immunotypes related to COVID-19 disease severity. Sci Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32826343' target='_blank'>32826343</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32826343"	"cell-type freq"
1	"hipc_inf_ctf_33033248_1"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 53-104 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33033248_1"	"Nienhold et al. (2020) Two distinct immunopathological profiles in autopsy lungs of COVID-19. Nat Commun. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33033248' target='_blank'>33033248</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33033248"	"cell-type freq"
1	"hipc_inf_ctf_33033248_2"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 53-96 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33033248_2"	"Nienhold et al. (2020) Two distinct immunopathological profiles in autopsy lungs of COVID-19. Nat Commun. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33033248' target='_blank'>33033248</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33033248"	"cell-type freq"
1	"hipc_inf_ctf_33033248_3"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 53-96 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33033248_3"	"Nienhold et al. (2020) Two distinct immunopathological profiles in autopsy lungs of COVID-19. Nat Commun. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33033248' target='_blank'>33033248</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33033248"	"cell-type freq"
1	"hipc_inf_ctf_32788292_5"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 18-94 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32788292_5"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"cell-type freq"
