	submission_name	submission_date	time to curate	spot_check	template_name	tissue_type	tissue_type_term_id	response_component_original	response_component_standardized	response_behavior_type	response_behavior	subgroup	time_point	time_point_units	baseline_time	first_exposure_process	first_disease_name	first_disease_stage	target_pathogen	target_pathogen_taxonid	vaccine_year	exposure_material_text	exposure_material	additional_exposure_material	Group1	addntl_time_point_units	Group0	target_pathogen_taxonid	comparison	number_subjects	cohort	Geographic Location	adjuvant	route	scheduling	publication_reference	publication_year	signature_source	signature_source_url	comments	is_model	short_comment	process_note	publication_reference_url	age_group	age_min	age_max	age_units	extra_comments
	Amani	14/2/2021				peripheral blood mononuclear cells		Ki-67+ CD56dim Natural Killer cells; HLA-DR+ CD56dim Natural Killer cells; CD69+ CD56dim Natural Killer cells		cell activation state	up		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	severe patients vs healthy patients	33	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 1F	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F1/	"COVID-19 patients were sampled 5 to 24 days after symptom debut and 0 to 8 days after being admitted to the hospital. Patients with severe COVID-19 disease were treated in an ICU or a high dependency unit, requiring either noninvasive or mechanical ventilation."				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				peripheral blood mononuclear cells		Ki-67+ NKG2A+ CD56dim Natural Killer cells; HLA-DR+ NKG2A+ CD56dim Natural Killer cells; CD69+ NKG2A+ CD56dim Natural Killer cells		cell activation state	up		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	NKG2A+ CD56dim NK cells vs NKG2A- CD56dim NK cells	26	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 1H	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F1/	"COVID-19 patients were sampled 5 to 24 days after symptom debut and 0 to 8 days after being admitted to the hospital. Patients classified as having moderate COVID-19 disease had oxygen saturation of 90 to 94% or were receiving 0.5 to 3 liters/min of oxygen at inclusion. Patients with severe COVID-19 disease were treated in an ICU or a high dependency unit, requiring either noninvasive or mechanical ventilation."				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				peripheral blood mononuclear cells		HLA-DR+ CD57- CD56dim Natural Killer cells		cell activation state	up		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	CD57- CD56dim NK cells vs CD57+ CD56dim NK cells	26	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 1H	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F1/	"COVID-19 patients were sampled 5 to 24 days after symptom debut and 0 to 8 days after being admitted to the hospital. Patients classified as having moderate COVID-19 disease had oxygen saturation of 90 to 94% or were receiving 0.5 to 3 liters/min of oxygen at inclusion. Patients with severe COVID-19 disease were treated in an ICU or a high dependency unit, requiring either noninvasive or mechanical ventilation."				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				peripheral blood mononuclear cells		Ki-67+ CD62L+ CD56dim Natural Killer cells; HLA-DR+ CD62L+ CD56dim Natural Killer cells		cell activation state	up		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	CD62L+ CD56dim NK cells vs CD62L- CD56dim NK cells	26	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 1H	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F1/	"COVID-19 patients were sampled 5 to 24 days after symptom debut and 0 to 8 days after being admitted to the hospital. Patients classified as having moderate COVID-19 disease had oxygen saturation of 90 to 94% or were receiving 0.5 to 3 liters/min of oxygen at inclusion. Patients with severe COVID-19 disease were treated in an ICU or a high dependency unit, requiring either noninvasive or mechanical ventilation."				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				peripheral blood mononuclear cells		CD69+ CD62L- CD56dim Natural Killer cells		cell activation state	up		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	CD62L- CD56dim NK cells vs CD62L+ CD56dim NK cells	26	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 1H	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F1/	"COVID-19 patients were sampled 5 to 24 days after symptom debut and 0 to 8 days after being admitted to the hospital. Patients classified as having moderate COVID-19 disease had oxygen saturation of 90 to 94% or were receiving 0.5 to 3 liters/min of oxygen at inclusion. Patients with severe COVID-19 disease were treated in an ICU or a high dependency unit, requiring either noninvasive or mechanical ventilation."				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				peripheral blood mononuclear cells		perofrin CD56bright Natural Killer cells; MIP-1beta CD56bright Natural Killer cells; CD98 CD56bright Natural Killer cells; Tim-3 CD56bright Natural Killer cells; Granzyme B CD56bright Natural Killer cells		cytokines/protein levels	up		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	moderate patients vs healthy patients	27	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 2C	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F2/	"COVID-19 patients were sampled 5 to 24 days after symptom debut and 0 to 8 days after being admitted to the hospital. Patients classified as having moderate COVID-19 disease had oxygen saturation of 90 to 94% or were receiving 0.5 to 3 liters/min of oxygen at inclusion."				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				peripheral blood mononuclear cells		perofrin CD56bright Natural Killer Cells; MIP-1beta CD56bright Natural Killer cells; CD98 CD56bright Natural Killer cells; Tim-3 CD56bright Natural Killer cells; Granzyme B CD56bright Natural Killer cells; Ksp37 CD56bright Natural Killer cells		cytokines/protein levels	up		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	severe patients vs healthy patients	32	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 2C	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F2/	"COVID-19 patients were sampled 5 to 24 days after symptom debut and 0 to 8 days after being admitted to the hospital. Patients with severe COVID-19 disease were treated in an ICU or a high dependency unit, requiring either noninvasive or mechanical ventilation."				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				peripheral blood mononuclear cells		CD98 CD56dim natural killer cells, Tim-3 CD56dim natural killer cells		cytokines/protein levels	up		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	moderate patients vs healthy patients	27	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 2D	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F2/	"COVID-19 patients were sampled 5 to 24 days after symptom debut and 0 to 8 days after being admitted to the hospital. Patients classified as having moderate COVID-19 disease had oxygen saturation of 90 to 94% or were receiving 0.5 to 3 liters/min of oxygen at inclusion."				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				peripheral blood mononuclear cells		CD98 CD56dim natural killer cells, Tim-3 CD56dim natural killer cells		cytokines/protein levels	up		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	severe patients vs healthy patients	33	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 2D	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F2/	"COVID-19 patients were sampled 5 to 24 days after symptom debut and 0 to 8 days after being admitted to the hospital. Patients with severe COVID-19 disease were treated in an ICU or a high dependency unit, requiring either noninvasive or mechanical ventilation."				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	19th Feb 2021.	30min total			NK Cells		translation/RNA metabolism, mitochondrial activity		pathway enrichment	enriched		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	healthy vs moderate	6	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 2I	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F2/	-Annotation system: GO 				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	19th Feb 2021.				NK Cells		interferon response, activation/proliferation		pathway enrichment	enriched		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	moderate vs healthy	6	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 2I. First paragraph under Fig 2	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F2/	-Annotation system: GO 				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	19th Feb 2021.				NK Cells		effector function		pathway enrichment	enriched		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	severe vs healthy 	9	Adults (18-78)	Stockholm, Sweden				32826343	2020	First paragraph under Fig 2	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F2/	-Annotation system: GO 				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	19th Feb 2021.				NK Cells		effector function		pathway enrichment	enriched		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	severe vs moderate	9	Adults (18-78)	Stockholm, Sweden				32826343	2020	First paragraph under Fig 2	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F2/	-Annotation system: GO 				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	19th Feb 2021.				NK Cells		translation/RNA metabolism, mitochondrial activity, activation/proliferation		pathway enrichment	enriched		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	healthy vs severe	9	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 2I	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F2/	-Annotation system: GO 				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	19th Feb 2021.				BAL NK Cells		cytoxicity, chemotaxis		pathway enrichment	enriched		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	severe vs healthy	9	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 2I. Discussion 3rd paragraph	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F2/	-Annotation system: GO 				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	19th Feb 2021.				BAL NK Cells		interferon response, activation/proliferation, translation/RNA metabolism		pathway enrichment	enriched		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	moderate vs severe 	9	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 2I. Discussion 3rd paragraph	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F2/	-Annotation system: GO 				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	19th Feb 2021.				NK Cells		effector function/chemotaxis, metabolism/degranulation, mitochondrional activity		pathway enrichment	enriched		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	severe vs moderate 	9	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 2I. Discussion 3rd paragraph	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F2/	-Annotation system: GO 				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	19th Feb 2021.				NK Cells		effector functions/chemotaxis, activation/proliferation, interferon response		pathway enrichment	enriched		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	moderate & severe vs healthy	12	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 2I	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F2/	-Annotation system: GO. Also in 2nd sentence after Fig 2				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				NK Cells		GZMA, GZMB, PRF1, HAVCR2, CCL3, CCL4, CCL5		gene expression	up		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049		12	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 2K	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F2/					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				NK Cells		LAG3		gene expression	up		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	moderate & severe vs healthy	12	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 2K	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F2/					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				Peripheral Blood Mononuclear Cells (PBMCs)		NKG2C+ CD57+ CD56dim Natural Killer cells		cell type frequency	up		0 to 5	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	severe vs moderate	9	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 3B	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F3/					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				Peripheral Blood Mononuclear Cells (PBMCs)		NKG2C- CD57- CD56dim Natural Killer cells		cell type frequency	down		0 to 5	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	moderate vs healthy	6	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 3C	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F3/					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				Peripheral Blood Mononuclear Cells (PBMCs)		NKG2C- CD57- CD56dim Natural Killer cells		cell type frequency	down		0 to 5	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	severe vs healthy	9	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 3C	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F3/					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				Peripheral Blood Mononuclear Cells (PBMCs)		NKG2C- CD57- CD56dim Natural Killer cells		cytokines/protein levels	up		0 to 5	days	time of admission	Occurrence of infectious disease	COVID-19.	none	SARS-CoV-2 (COVID-19)									2697049	NKG2C- CD57- CD56dim NK cells vs NKG2C+ CD57+CD56dim NK cells	17	Healthy Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 3I	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F3/					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				Peripheral Blood Mononuclear Cells (PBMCs)		NKG2C- CD57- CD56dim Natural Killer cells		cytokines/protein levels	up		0 to 5	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	NKG2C- CD57- CD56dim NK cells vs NKG2C+ CD57+CD56dim NK cells	26	SARS-CoV-2 patients (18-78)	Stockholm, Sweden				32826343	2020	Fig 3I	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F3/					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				Peripheral Blood Mononuclear Cells (PBMCs)		HLA-E Natural Killer cells, HLA-E B cells, HLA-E epithelial cells, HLA-E mDCs, HLA-E T cells, HLA-E macrophages		cytokines/protein levels	up		0 to 5	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	moderate vs healthy	27	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 3K	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F3/					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				Peripheral Blood Mononuclear Cells (PBMCs)		HLA-E Natural Killer cells, HLA-E B cells, HLA-E epithelial cells, HLA-E T cells, HLA-E macrophages		cytokines/protein levels	up		0 to 5	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	severe vs moderate	17	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 3K	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F3/					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				Peripheral Blood Mononuclear Cells (PBMCs)		HLA-E Natural Killer cells, HLA-E B cells, HLA-E epithelial cells, HLA-E mDCs, HLA-E T cells, HLA-E macrophages		cytokines/protein levels	up		0 to 5	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	severe vs healthy	27	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig 3K	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F3/					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				Peripheral Blood Mononuclear Cells (PBMCs)		perforin CD56bright natural killer Cells; Granzyme B CD56bright natural killer Cells		cytokines/protein levels	positively correlated		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	IL-6 (NPX) levels	24	SARS-CoV-2 patients (18-78)	Stockholm, Sweden				32826343	2020	Fig 5C	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F5/					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				Peripheral Blood Mononuclear Cells (PBMCs)		granzyme B CD56bright natural killer Cells; CD25 CD56bright natural killer Cells; CD25 CD56bright natural killer Cells; perforin CD56bright natural killer Cells		cytokines/protein levels	positively correlated		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	perforin (MFI) expression on CD56bright NK cells	25	SARS-CoV-2 patients (18-78)	Stockholm, Sweden				32826343	2020	Fig 5E	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F5/	Clarify: Perforin expression measured as MFI positively correlated with CD25 MFI and % expression and perforin expression measured as %. 				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				Peripheral Blood Mononuclear Cells (PBMCs)		CD56bright natural killer cells		cell type frequency	positively correlated		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	granzyme B (MFI) expression on CD56bright NK cells	25	SARS-CoV-2 patients (18-78)	Stockholm, Sweden				32826343	2020	Fig 5E	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F5/					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				Peripheral Blood Mononuclear Cells (PBMCs)		peforin CD56bright natural killer Cells; CD25 CD56bright natural killer Cells; Ksp37 CD56bright natural killer Cells; CD25 CD56bright natural killer Cells; Granzyme B CD56bright natural killer Cells		cytokines/protein levels	positively correlated		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	granzyme B (MFI) expression on CD56bright NK cells	25	SARS-CoV-2 patients (moderate & severe) (18-78)	Stockholm, Sweden				32826343	2020	Fig 5E	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F5/	Clarify: Granzyme B expression measured as MFI positively correlated with CD25 MFI and % expression and granzyme B expression measured as %. 				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				Peripheral Blood Mononuclear Cells (PBMCs)		perforin CD56dim natural killer Cells		cytokines/protein levels	positively correlated		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	perforin (MFI) expression on CD56bright NK cells	25	SARS-CoV-2 patients (moderate & severe) (18-78)	Stockholm, Sweden				32826343	2020	Fig 5E	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F5/	Clarify: Perforin expression (MFI) on CD56bright NK cells positively correlated with perforin expression (MFI) on CD56dim NK cells. 				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				Peripheral Blood Mononuclear Cells (PBMCs)		granzyme B CD56dim natural killer cells, CD25 CD56dim natural killer cells		cytokines/protein levels	positively correlated		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	granzyme B (MFI) expression on CD56bright NK cells	25	SARS-CoV-2 patients (moderate & severe) (18-78)	Stockholm, Sweden				32826343	2020	Fig 5E	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F5/	Clarify: Granzyme B expression (MFI) on CD56bright NK cells positively correlated with granzyme B expression (MFI) & CD25 (%) expression on CD56dim NK cells. 				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				Peripheral Blood Mononuclear Cells (PBMCs)		TIGIT CD56dim natural killer Cells		cytokines/protein levels	negatively correlated		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	perforin (MFI) expression on CD56bright NK cells	25	SARS-CoV-2 patients (moderate & severe) (18-78)	Stockholm, Sweden				32826343	2020	Fig 5E	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/figure/F5/	Clarify: Perforin expression (MFI) on CD56bright NK cells negatively correlated with TIGIT expression (MFI) on CD56dim NK cells. 				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
	Amani	14/2/2021				Peripheral Blood Mononuclear Cells (PBMCs)		TIGIT CD56bright natural killer Cells; CD38 CD56bright natural killer Cells; CD25 CD56bright natural killer Cells		cytokines/protein levels	up		0 to 8	days	time of admission	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	moderate vs healthy	27	Adults (18-78)	Stockholm, Sweden				32826343	2020	Fig S2C	https://immunology.sciencemag.org/content/suppl/2020/08/20/5.50.eabd6832.DC1					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665314/					
